Date,AAPL,AMZN,CSCO,GOOGL,INTC,JPM,MSFT,PG,TSLA,V
2020-01-02,,,,,,,,,,
2020-01-03,0.9902778041410198,0.9878609653440791,0.9836844290277168,0.9947686571166007,0.9878368560369756,0.9868036493372168,0.9875484417314118,0.9932744641944995,1.0296332582979209,0.9920470164307158
2020-01-06,1.007968154344049,1.0148855739305065,1.0035693716877485,1.0266541310703512,0.9971714828381398,0.9992047327022051,1.0025846218841237,1.001386822663204,1.019254637045135,0.9978375957009731
2020-01-07,0.9952970026763963,1.0020916204156394,0.9935144710409304,0.9980683765236846,0.9833138652741948,0.982999518324979,0.9908825030864115,0.9938085238611385,1.038800524658154,0.9973569539970691
2020-01-08,1.0160860720489238,0.9921913597387106,1.0006317406665455,1.0071176911105586,1.000678823600294,1.0078008724692507,1.0159282161105376,1.0042627452769963,1.0492048257881217,1.0171181188276692
2020-01-09,1.0212410985724139,1.0047991747864684,0.9957912968993536,1.0104979653716795,1.0055959529207028,1.0036513393346262,1.012492779540581,1.0109378572584466,0.9780549880999027,1.0069299651821992
2020-01-10,1.0022604040501326,0.9905894031979687,0.9959848151549062,1.0064586464355356,0.9939291384514812,0.9900320484335875,0.9953731093080579,1.0009688793082931,0.9933727023668257,1.0026909379545155
2020-01-13,1.0213645919458427,1.0043225782456995,1.0178230263724044,1.0077469622519657,1.01102839758619,1.0083046050906477,1.0120244170707504,1.0073404041250829,1.0976889588509333,1.0080508248851068
2020-01-14,0.9864968327862339,0.9884417882819474,0.996247664582236,0.9934445795925798,0.9973148513178139,1.011661727280775,0.9929568770917545,0.9984785487513175,1.0248828221202009,1.0036860274934154
2020-01-15,0.9957144358434176,0.9960308734510751,1.004603290747795,1.0060184427202132,0.9917549106549813,0.9850142941609199,1.0064762228082391,1.0101854135805155,0.9638979864869421,1.0191276618575251
2020-01-16,1.0125263793872787,1.0085499110295935,1.0216621808518247,1.0076153996298323,1.012215956441019,1.003876881910833,1.0183233816608788,1.0008732172177306,0.9903375223639852,1.005755917503096
2020-01-17,1.0110710812804078,0.9929603385576717,0.9993883513603546,1.020245967678718,0.9989940807197469,1.0069214212971807,1.0055968426542417,1.0026969960479641,0.994177105843086,1.0186613267103803
2020-01-21,0.9932231098097979,1.0146295252069268,0.9955121251656608,1.0018452623929708,1.0159397871315456,0.9901592407428884,0.9964091268105865,0.9974684234156777,1.0718903061927894,1.012652585860117
2020-01-22,1.003569539324204,0.9976004505375295,1.0055327729015828,1.0010928473470555,1.0360033214925404,0.9988308535888505,0.9951952316368728,1.001744767650744,1.0408626444406173,1.002942846746749
2020-01-23,1.0048158475430236,0.9984740887743219,0.9985736950066298,1.000552614016488,1.009405328536483,0.9989756577486437,1.0061557947293738,0.995428645496859,1.004635122144013,0.9933621437327648
2020-01-24,0.9971180405266107,0.9878275733611384,0.9969385488451795,0.9875260841038661,1.0813330672579633,0.9751720708397824,0.9899229413689945,1.001200132652939,0.9871023968191746,0.9926399883080853
2020-01-27,0.9705945306124136,0.9821125362322879,0.971750120624526,0.9765102263658779,0.9593980895762985,0.991588265385844,0.9832768959794358,1.004395100052853,0.9879607271644204,0.9838534696188582
2020-01-28,1.0282895151744849,1.0136243659245137,1.006319978206407,1.0131100057060727,1.0246611716668073,1.0181777285907314,1.0195959102167984,1.0027050261263826,1.0159133832220446,1.0057516037086165
2020-01-29,1.0209323375883224,1.0025630978623368,0.9849277272873174,1.0042743543891293,0.9854408353881785,0.9985121427871646,1.0155927295751015,0.9923035348018295,1.0248545137699039,1.0099088147448063
2020-01-30,0.9985509138784668,1.0068244891898708,1.0040383183997867,0.9983181497887893,1.002110692086587,1.0123669876606514,1.0282075598465392,1.007116563858615,1.1029622586653556,1.0163526813298918
2020-01-31,0.9556611653539164,1.0737913558648475,0.9731160016450373,0.9852363546242183,0.961787038434006,0.974023138333571,0.9852413552548941,0.989440136667143,1.0152306904735053,0.9556216125151291
2020-02-03,0.9972538338438918,0.9977498314196671,1.0121817845620977,1.03477152551788,1.007664655453635,1.0076306136058302,1.0243787958008772,1.0039319478166897,1.198948593763949,1.0092477736804637
2020-02-04,1.0330135839367538,1.0226873421407756,1.0234256674893594,0.9749157272466139,1.016144103877232,1.0143958153464705,1.0329167020805956,1.0043961541580977,1.1372564022357647,1.0136943613107752
2020-02-05,1.0081542602401783,0.9952187632628604,1.017429840867873,1.0004427488474965,1.0287198850122417,1.017000832538281,0.9987784738879563,1.0091517141808264,0.8282416052072128,0.9963154191128877
2020-02-06,1.0116972063132463,1.0050787328892443,1.0049536068500022,1.0206908784822946,1.0011936057711837,1.0001453936034448,1.0207339528677377,1.002602239318869,1.0194093169425442,1.0011342684911908
